Feb 15, 2019 2:25:03 PM org.apache.http.impl.client.DefaultHttpClient tryConnect
Feb 15, 2019 2:25:03 PM org.apache.http.impl.client.DefaultHttpClient tryConnect
INFO: I/O exception (java.net.SocketException) caught when connecting to {s}->https://occ-email-fetch-api.us-east-1.bigdata.expedia.com:443: Connection reset
INFO: Retrying connect to {s}->https://occ-email-fetch-api.us-east-1.bigdata.expedia.com:443
SLF4J: Defaulting to no-operation (NOP) logger implementation
SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
Thread-1|7724
Thread-2|7743
Thread-6|7766
Thread-0|7772
Thread-6|7782
Thread-0|7815
Thread-2|7875
Thread-4|7930
Thread-0|7951
Thread-2|7975
Thread-3|8006
Thread-0|8019
Thread-0|8036
Thread-2|8044
Thread-2|8056
Thread-4|8180
Thread-9|8186
Thread-7|8193
Thread-2|8202
Thread-7|8210
Thread-5|8212
Thread-0|8215
Thread-1|8225
Thread-6|8243
Thread-7|8243
Thread-2|8244
Thread-9|8251
Thread-0|8255
Thread-6|8275
Thread-2|8284
Thread-0|8295
Thread-8|8319
Thread-2|8330
Thread-2|8338
Thread-7|8345
Thread-6|8353
Thread-8|8359
Thread-6|8365
Thread-6|8391
Thread-1|8394
Thread-6|8395
Thread-7|8407
Thread-1|8416
Thread-0|8422
Thread-3|8441
Thread-4|8452
Thread-3|8474
Thread-2|8476
Thread-3|8487
Thread-3|8490
Thread-4|8504
Thread-5|8525
Thread-4|8527
Thread-2|8557
Thread-1|8562
Thread-3|8574
Thread-5|8580
Thread-5|8601
Thread-3|8640
Thread-9|8646
Thread-7|8658
Thread-0|8662
Thread-6|8677
Thread-0|8688
Thread-3|8705
Thread-0|8706
Thread-1|8709
Thread-4|8712
Thread-8|8712
Thread-2|8718
Thread-4|8722
Thread-2|8736
Thread-9|8739
Thread-7|8757
Thread-5|8794
Thread-6|8797
Thread-2|8813
Thread-2|8824
Thread-0|8833
Thread-5|8835
Thread-4|8838
Thread-0|8857
Thread-5|8861
Thread-6|8863
Thread-3|8903
Thread-2|8912
Thread-8|8929
Thread-4|8933
Thread-9|8945
Thread-0|8947
Thread-4|8977
Thread-6|8987
Thread-3|9007
Thread-1|9008
Thread-5|9018
Thread-1|9021
Thread-7|9025
Thread-1|9035
Thread-6|9036
Thread-6|9036
Thread-5|9043
Thread-2|9045
Thread-6|9073
Thread-9|9075
Thread-9|9083
Thread-2|9092
Thread-0|9103
Thread-0|9103
Thread-2|9103
Thread-7|9104
Thread-4|9122
Thread-8|9126
Thread-8|9163
Thread-9|9175
Thread-3|9189
Thread-8|9200
Thread-0|9207
Thread-5|9210
Thread-6|9211
Thread-0|9221
Thread-4|9229
Thread-5|9247
Thread-5|9252
Thread-8|9252
Thread-3|9268
Thread-9|9269
Thread-3|9273
Thread-8|9273
Thread-1|9279
Thread-4|9287
Thread-2|9289
Thread-9|9292
Thread-4|9294
Thread-3|9295
Thread-3|9298
Thread-5|9310
Thread-2|9312
Thread-1|9316
Thread-5|9318
Thread-3|9338
Thread-7|9347
Thread-1|9352
Thread-0|9354
Thread-7|9355
Thread-1|9357
Thread-1|9366
Thread-5|9371
Thread-6|9374
Thread-6|9391
Thread-7|9394
Thread-5|9397
Thread-9|9432
Thread-6|9439
Thread-2|9440
Thread-9|9440
Thread-2|9449
Thread-1|9453
Thread-5|9457
Thread-9|9460
Thread-0|9469
Thread-7|9469
Thread-1|9482
Thread-4|9495
Thread-6|9499
Thread-7|9501
Thread-9|9501
Thread-0|9510
Thread-6|9512
Thread-5|9518
Thread-1|9526
Thread-3|9534
Thread-1|9547
Thread-8|9565
Thread-3|9570
Thread-4|9576
Thread-3|9586
Thread-7|9589
Thread-6|9593
Thread-1|9594
Thread-9|9596
Thread-5|9598
Thread-4|9602
Thread-0|9606
Thread-4|9611
Thread-4|9614
Thread-5|9615
Thread-5|9621
Thread-6|9623
Thread-8|9624
Thread-3|9629
Thread-4|9637
Thread-3|9654
Thread-8|9663
Thread-4|9672
Thread-7|9674
Thread-1|9677
Thread-4|9692
Thread-8|9693
Thread-3|9696
Thread-4|9706
Thread-7|9715
Thread-2|9716
Thread-6|9718
Thread-2|9719
Thread-5|9725
Thread-9|9729
Thread-9|9731
Thread-6|9732
Thread-6|9739
Thread-8|9740
Thread-4|9741
Thread-8|9754
Thread-1|9755
Thread-4|9755
Thread-4|9768
Thread-9|9795
Thread-1|9801
Thread-9|9820
Thread-4|9827
Thread-5|9840
Thread-5|9843
Thread-9|9843
Thread-5|9857
Thread-7|9859
Thread-9|9865
Thread-2|9871
Thread-5|9873
Thread-3|9875
Thread-1|9882
Thread-2|9883
Thread-6|9892
Thread-0|9907
Thread-4|9911
Thread-6|9912
Thread-7|9943
Thread-3|9964
Thread-3|9976
Thread-8|9979
Thread-7|9989
Thread-5|9990
Thread-0|9992
Thread-5|9992
Thread-4|10006
Thread-2|10010
Thread-8|10010
Thread-3|10012
Thread-7|10017
Thread-1|10022
Thread-5|10044
Thread-4|10050
Thread-8|10053
Thread-7|10065
Thread-4|10072
Thread-3|10073
Thread-2|10075
Thread-5|10077
Thread-0|10086
Thread-1|10093
Thread-9|10099
Thread-1|10106
Thread-5|10108
Thread-2|10116
Thread-6|10121
Thread-8|10121
Thread-0|10129
Thread-3|10129
Thread-7|10129
Thread-7|10145
Thread-1|10148
Thread-0|10150
Thread-8|10155
Thread-3|10156
Thread-8|10156
Thread-3|10167
Thread-9|10170
Thread-0|10171
Thread-6|10178
Thread-2|10194
Thread-3|10204
Thread-2|10219
Thread-5|10229
Thread-1|10234
Thread-8|10237
Thread-5|10241
Thread-2|10248
Thread-4|10253
Thread-0|10256
Thread-1|10260
Thread-0|10262
Thread-9|10267
Thread-3|10273
Thread-5|10273
Thread-0|10279
Thread-8|10296
Thread-4|10300
Thread-9|10303
Thread-8|10318
Thread-3|10321
Thread-9|10321
Thread-7|10323
Thread-7|10325
Thread-4|10333
Thread-5|10353
Thread-4|10360
Thread-1|10361
Thread-0|10367
Thread-4|10367
Thread-9|10368
Thread-4|10378
Thread-1|10379
Thread-8|10379
Thread-8|10385
Thread-2|10386
Thread-0|10387
Thread-2|10400
Thread-9|10404
Thread-4|10406
Thread-6|10414
Thread-8|10414
Thread-8|10425
Thread-5|10427
Thread-1|10434
Thread-3|10436
Thread-2|10440
Thread-9|10440
Thread-5|10456
Thread-8|10467
Thread-3|10474
Thread-9|10485
Thread-5|10498
Thread-5|10501
Thread-1|10502
Thread-3|10503
Thread-2|10516
Thread-9|10525
Thread-9|10527
Thread-6|10536
Thread-6|10536
Thread-0|10538
Thread-7|10540
Thread-0|10549
Thread-1|10566
Thread-0|10569
Thread-4|10569
Thread-3|10572
Thread-3|10573
Thread-2|10576
Thread-3|10583
Thread-5|10586
Thread-0|10599
Thread-9|10601
Thread-7|10608
Thread-9|10610
Thread-0|10611
Thread-1|10612
Thread-6|10615
Thread-2|10627
Thread-0|10628
Thread-1|10630
Thread-8|10630
Thread-7|10631
Thread-6|10652
Thread-9|10652
Thread-8|10654
Thread-5|10660
Thread-3|10663
Thread-1|10666
Thread-6|10670
Thread-3|10675
Thread-6|10695
Thread-9|10695
Thread-2|10696
Thread-4|10702
Thread-0|10720
Thread-5|10720
Thread-4|10725
Thread-5|10725
Thread-9|10725
Thread-8|10729
Thread-6|10733
Thread-9|10741
Thread-2|10746
Thread-7|10747
Thread-3|10753
Thread-7|10756
Thread-5|10757
Thread-5|10769
Thread-7|10769
Thread-0|10770
Thread-4|10771
Thread-2|10774
Thread-8|10775
Thread-6|10777
Thread-2|10778
Thread-2|10790
Thread-9|10798
Thread-4|10800
Thread-6|10809
Thread-2|10813
Thread-4|10816
Thread-9|10825
Thread-3|10830
Thread-0|10833
Thread-2|10833
Thread-1|10841
Thread-9|10848
Thread-6|10852
Thread-0|10864
Thread-0|10868
Thread-6|10870
Thread-2|10872
Thread-2|10881
Thread-4|10882
Thread-5|10886
Thread-7|10890
Thread-0|10891
Thread-8|10895
Thread-6|10897
Thread-2|10898
Thread-2|10900
Thread-4|10902
Thread-3|10903
Thread-9|10913
Thread-6|10916
Thread-7|10916
Thread-7|10921
Thread-4|10922
Thread-5|10934
Thread-6|10936
Thread-5|10940
Thread-8|10942
Thread-6|10954
Thread-7|10954
Thread-7|10956
Thread-7|10964
Thread-5|10967
Thread-9|10981
Thread-7|10983
Thread-3|10991
Thread-8|11007
Thread-1|11013
Thread-7|11017
Thread-6|11022
Thread-8|11022
Thread-6|11029
Thread-8|11031
Thread-3|11052
Thread-5|11076
Thread-1|11077
Thread-9|11077
Thread-1|11078
Thread-4|11080
Thread-7|11083
Thread-7|11089
Thread-3|11090
Thread-2|11091
Thread-1|11092
Thread-3|11100
Thread-2|11103
Thread-0|11113
Thread-0|11113
Thread-8|11114
Thread-0|11115
Thread-0|11115
Thread-9|11116
Thread-2|11120
Thread-1|11121
Thread-4|11127
Thread-1|11132
Thread-9|11135
Thread-2|11142
Thread-7|11146
Thread-5|11148
Thread-1|11152
Thread-6|11156
Thread-9|11160
Thread-2|11170
Thread-8|11171
Thread-2|11172
Thread-3|11178
Thread-1|11182
Thread-2|11184
Thread-2|11187
Thread-2|11189
Thread-2|11191
Thread-3|11194
Thread-2|11201
Thread-9|11205
Thread-4|11210
Thread-0|11216
Thread-7|11221
Thread-5|11223
Thread-7|11227
Thread-6|11228
Thread-9|11230
Thread-2|11232
Thread-2|11234
Thread-2|11234
Thread-8|11239
Thread-8|11240
Thread-3|11241
Thread-8|11243
Thread-1|11245
Thread-1|11246
Thread-5|11248
Thread-6|11249
Thread-6|11249
Thread-2|11251
Thread-5|11251
Thread-8|11253
Thread-8|11257
Thread-3|11259
Thread-5|11259
Thread-4|11260
Thread-6|11260
Thread-3|11263
Thread-9|11267
Thread-6|11268
Thread-8|11271
Thread-2|11272
Thread-2|11276
Thread-6|11277
Thread-6|11282
Thread-6|11284
Thread-6|11285
Thread-9|11289
Thread-8|11302
Thread-4|11303
Thread-7|11304
Thread-8|11306
Thread-9|11308
Thread-4|11309
Thread-9|11313
Thread-2|11321
Thread-7|11321
Thread-8|11329
Thread-6|11330
Thread-0|11332
Thread-9|11332
Thread-3|11337
Thread-3|11339
Thread-4|11346
Thread-5|11351
Thread-7|11351
Thread-7|11353
Thread-8|11354
Thread-6|11361
Thread-3|11363
Thread-9|11365
Thread-6|11366
Thread-6|11366
Thread-8|11370
Thread-5|11374
Thread-5|11384
Thread-0|11394
Thread-6|11398
Thread-4|11400
Thread-7|11408
Thread-8|11414
Thread-2|11422
Thread-3|11423
Thread-6|11425
Thread-9|11425
Thread-9|11429
Thread-0|11445
Thread-9|11451
Thread-7|11454
Thread-2|11458
Thread-4|11458
Thread-4|11466
Thread-3|11467
Thread-3|11469
Thread-0|11470
Thread-8|11478
Thread-0|11484
Thread-8|11498
Thread-1|11499
Thread-7|11499
Thread-8|11505
Thread-3|11509
Thread-5|11510
Thread-5|11510
Thread-4|11511
Thread-5|11524
Thread-1|11531
Thread-1|11534
Thread-9|11534
Thread-3|11540
Thread-7|11544
Thread-6|11545
Thread-5|11546
Thread-7|11549
Thread-8|11551
Thread-4|11552
Thread-4|11553
Thread-6|11553
Thread-3|11554
Thread-9|11556
Thread-3|11563
Thread-6|11565
Thread-7|11568
Thread-0|11569
Thread-6|11569
Thread-1|11572
Thread-0|11575
Thread-1|11575
Thread-5|11577
Thread-8|11585
Thread-1|11593
Thread-8|11593
Thread-0|11599
Thread-3|11599
Thread-6|11599
Thread-1|11602
Thread-2|11602
Thread-0|11608
Thread-6|11609
Thread-6|11614
Thread-6|11614
Thread-3|11615
Thread-6|11617
Thread-9|11620
Thread-7|11621
Thread-8|11624
Thread-7|11625
Thread-5|11627
Thread-7|11635
Thread-3|11637
Thread-6|11637
Thread-0|11638
Thread-5|11638
Thread-9|11638
Thread-4|11644
Thread-3|11645
Thread-0|11647
Thread-1|11650
Thread-5|11650
Thread-3|11653
Thread-2|11658
Thread-3|11666
Thread-8|11667
Thread-3|11671
Thread-1|11672
Thread-1|11672
Thread-4|11672
Thread-2|11674
Thread-9|11680
Thread-2|11684
Thread-4|11685
Thread-5|11693
Thread-8|11693
Thread-7|11694
Thread-1|11695
Thread-8|11695
Thread-4|11699
Thread-5|11701
Thread-4|11708
Thread-9|11710
Thread-6|11711
Thread-2|11713
Thread-0|11714
Thread-4|11714
Thread-0|11717
Thread-1|11717
Thread-3|11721
Thread-7|11726
Thread-7|11727
Thread-8|11732
Thread-1|11735
Thread-3|11735
Thread-1|11736
Thread-1|11737
Thread-4|11738
Thread-0|11743
Thread-0|11744
Thread-0|11756
Thread-0|11757
Thread-6|11761
Thread-3|11763
Thread-1|11769
Thread-4|11770
Thread-4|11770
Thread-1|11774
Thread-2|11777
Thread-2|11781
Thread-8|11781
Thread-8|11784
Thread-2|11793
Thread-6|11794
Thread-8|11794
Thread-1|11799
Thread-5|11799
Thread-1|11801
Thread-8|11801
Thread-5|11805
Thread-3|11808
Thread-8|11808
Thread-7|11809
Thread-5|11810
Thread-0|11818
Thread-7|11820
Thread-1|11822
Thread-9|11822
Thread-2|11824
Thread-8|11825
Thread-2|11827
Thread-4|11828
Thread-8|11829
Thread-1|11832
Thread-5|11835
Thread-6|11837
Thread-3|11841
Thread-0|11843
Thread-3|11843
Thread-0|11846
Thread-0|11846
Thread-6|11847
Thread-8|11850
Thread-3|11854
Thread-4|11858
Thread-8|11858
Thread-8|11860
Thread-5|11863
Thread-2|11869
Thread-2|11870
Thread-4|11872
Thread-8|11874
Thread-9|11877
Thread-7|11886
Thread-7|11893
Thread-2|11898
Thread-9|11898
Thread-8|11908
Thread-4|11909
Thread-3|11911
Thread-6|11927
Thread-9|11927
Thread-6|11928
Thread-5|11932
Thread-6|11937
Thread-1|11938
Thread-5|11943
Thread-2|11946
Thread-5|11955
Thread-9|11956
Thread-4|11957
Thread-9|11958
Thread-6|11967
Thread-7|11973
Thread-0|11976
Thread-7|11985
Thread-8|11990
Thread-0|11992
Thread-5|11992
Thread-7|11992
Thread-3|11999
Thread-7|12001
Thread-0|12002
Thread-2|12002
Thread-3|12009
Thread-2|12011
Thread-0|12014
Thread-1|12021
Thread-7|12021
Thread-4|12024
Thread-2|12027
Thread-0|12038
Thread-5|12047
Thread-7|12056
Thread-9|12057
Thread-5|12059
Thread-1|12063
Thread-5|12070
Thread-6|12084
Thread-5|12086
Thread-3|12088
Thread-0|12093
Thread-7|12121
Thread-7|12126
Thread-1|12128
Thread-6|12146
Thread-7|12159
Thread-1|12161
Thread-0|12175
Thread-7|12180
Thread-5|12184
Thread-4|12189
Thread-0|12192
Thread-3|12192
Thread-9|12195
Thread-8|12197
Thread-2|12199
Thread-4|12204
Thread-1|12207
Thread-4|12208
Thread-3|12209
Thread-5|12233
Thread-3|12234
Thread-6|12235
Thread-8|12238
Thread-5|12248
Thread-9|12248
Thread-1|12250
Thread-8|12250
Thread-4|12254
Thread-2|12256
Thread-5|12258
Thread-6|12265
Thread-5|12268
Thread-9|12271
Thread-6|12275
Thread-2|12281
Thread-5|12284
Thread-9|12286
Thread-1|12287
Thread-5|12287
Thread-7|12291
Thread-4|12293
Thread-9|12308
Thread-2|12310
Thread-8|12310
Thread-5|12311
Thread-5|12313
Thread-9|12313
Thread-0|12315
Thread-7|12317
Thread-7|12319
Thread-9|12322
Thread-7|12328
Thread-6|12331
Thread-2|12334
Thread-7|12334
Thread-0|12346
Thread-2|12352
Thread-8|12355
Thread-6|12366
Thread-9|12372
Thread-0|12374
Thread-3|12374
Thread-1|12375
Thread-4|12381
Thread-1|12387
Thread-1|12393
Thread-1|12396
Thread-6|12410
Thread-9|12410
Thread-3|12417
Thread-7|12428
Thread-8|12431
Thread-7|12432
Thread-1|12440
Thread-5|12441
Thread-8|12449
Thread-6|12454
Thread-1|12459
Thread-9|12463
Thread-7|12464
Thread-1|12467
Thread-5|12470
Thread-0|12472
Thread-4|12475
Thread-4|12485
Thread-3|12491
Thread-2|12494
Thread-7|12499
Thread-3|12502
Thread-9|12503
Thread-3|12504
Thread-4|12514
Thread-5|12527
Thread-7|12527
Thread-2|12528
Thread-1|12532
Thread-5|12536
Thread-9|12542
Thread-5|12551
Thread-4|12554
Thread-6|12554
Thread-3|12556
Thread-8|12556
Thread-4|12559
Thread-8|12563
Thread-0|12571
Thread-1|12572
Thread-3|12578
Thread-5|12579
Thread-8|12580
Thread-6|12582
Thread-0|12584
Thread-7|12585
Thread-8|12585
Thread-2|12590
Thread-9|12591
Thread-6|12592
Thread-6|12594
Thread-5|12595
Thread-8|12598
Thread-7|12601
Thread-0|12621
Thread-3|12621
Thread-7|12622
Thread-1|12624
Thread-5|12637
Thread-4|12653
Thread-9|12659
Thread-7|12663
Thread-8|12663
Thread-9|12667
Thread-0|12690
Thread-3|12697
Thread-2|12701
Thread-9|12703
Thread-5|12705
Thread-2|12719
Thread-9|12724
Thread-6|12738
Thread-3|12743
Thread-4|12754
Thread-9|12783
Thread-2|12788
Thread-9|12790
Thread-6|12796
Thread-7|12805
Thread-7|12842
Thread-9|12843
Thread-4|12846
Thread-9|12849
Thread-9|12852
Thread-2|12854
Thread-3|12860
Thread-7|12897
Thread-9|12898
Thread-4|12906
Thread-3|12923
Thread-1|12924
Thread-9|12937
Thread-0|12945
Thread-2|12945
Thread-5|12988
Thread-7|12988
Thread-3|12991
Thread-6|12997
Thread-9|13002
Thread-6|13015
Thread-2|13018
Thread-9|13037
Thread-7|13049
Thread-1|13053
Thread-3|13077
Thread-6|13077
Thread-6|13108
Thread-1|13126
Thread-4|13126
Thread-6|13148
Thread-4|13153
Thread-4|13155
Thread-9|13161
Thread-4|13164
Thread-3|13168
Thread-7|13168
Thread-0|13182
Thread-5|13200
Thread-3|13204
Thread-4|13207
Thread-0|13241
Thread-8|13249
Thread-6|13273
Thread-7|13276
Thread-8|13276
Thread-8|13288
Thread-6|13294
Thread-9|13310
Thread-6|13311
Thread-2|13312
Thread-3|13312
Thread-3|13343
Thread-4|13362
Thread-5|13374
Thread-8|13377
Thread-7|13408
Thread-6|13409
Thread-3|13412
Thread-1|13422
Thread-8|13453
Thread-0|13458
Thread-9|13463
Thread-4|13465
Thread-7|13471
Thread-4|13472
Thread-9|13473
Thread-9|13476
Thread-1|13478
Thread-0|13487
Thread-7|13490
Thread-3|13499
Thread-5|13535
Thread-5|13537
Thread-4|13549
Thread-6|13553
Thread-8|13561
Thread-9|13564
Thread-1|13581
Thread-4|13587
Thread-8|13589
Thread-1|13592
Thread-7|13592
Thread-1|13596
Thread-6|13598
Thread-8|13622
Thread-5|13627
Thread-2|13635
Thread-0|13636
Thread-6|13659
Thread-9|13666
Thread-2|13701
Thread-7|13704
Thread-2|13711
Thread-8|13719
Thread-0|13720
Thread-1|13728
Thread-7|13734
Thread-5|13737
Thread-1|13748
Thread-5|13764
Thread-5|13769
Thread-3|13780
Thread-3|13791
Thread-8|13794
Thread-9|13797
Thread-4|13798
Thread-0|13808
Thread-4|13817
Thread-9|13817
Thread-0|13824
Thread-8|13826
Thread-3|13833
Thread-5|13843
Thread-8|13845
Thread-5|13868
Thread-7|13882
Thread-2|13894
Thread-7|13894
Thread-8|13894
Thread-0|13916
Thread-8|13921
Thread-8|13922
Thread-4|13924
Thread-9|13928
Thread-2|13929
Thread-2|13935
Thread-2|13938
Thread-6|13939
Thread-6|13945
Thread-0|13950
Thread-0|13954
Thread-8|13956
Thread-1|13957
Thread-6|13960
Thread-7|13967
Thread-0|13985
Thread-0|14000
Thread-2|14018
Thread-7|14020
Thread-0|14023
Thread-5|14038
Thread-3|14039
Thread-0|14042
Thread-6|14047
Thread-7|14050
Thread-5|14053
Thread-4|14060
Thread-5|14064
Thread-1|14066
Thread-9|14072
Thread-2|14073
Thread-2|14073
Thread-3|14085
Thread-7|14085
Thread-4|14088
Thread-9|14092
Thread-2|14094
Thread-6|14094
Thread-4|14098
Thread-8|14105
Thread-4|14116
Thread-3|14117
Thread-8|14129
Thread-3|14134
Thread-5|14135
Thread-8|14146
Thread-7|14157
Thread-9|14172
Thread-8|14177
Thread-0|14199
Thread-3|14199
Thread-8|14200
Thread-9|14201
Thread-9|14219
Thread-4|14221
Thread-1|14235
Thread-2|14249
Thread-6|14258
Thread-6|14262
Thread-1|14266
Thread-6|14271
Thread-9|14271
Thread-7|14272
Thread-0|14304
Thread-6|14306
Thread-4|14314
Thread-2|14329
Thread-8|14351
Thread-5|14355
Thread-5|14357
Thread-7|14391
Thread-6|14416
Thread-3|14418
Thread-0|14425
Thread-9|14479
Thread-9|14504
Thread-9|14550
Thread-5|14565
Thread-3|14575
Thread-5|14575
Thread-0|14594
Thread-7|14646
Thread-1|14658
Thread-3|14664
Thread-4|14671
Thread-6|14674
Thread-7|14685
Thread-4|14689
Thread-0|14705
Thread-1|14734
Thread-0|14748
Thread-3|14751
Thread-5|14775
Thread-1|14851
Thread-1|14859
Thread-0|14885
Thread-3|14910
Thread-7|14929
Thread-4|14939
Thread-8|14958
Thread-4|14967
Thread-8|14994
Thread-5|14995
Thread-8|15007
Thread-0|15008
Thread-4|15050
Thread-3|15089
Thread-7|15101
Thread-2|15129
Thread-1|15178
Thread-1|15202
Thread-4|15212
Thread-1|15241
Thread-6|15311
Thread-6|15362
Thread-7|15373
Thread-5|15382
Thread-9|15408
Thread-2|15427
Thread-1|15458
Thread-8|15526
Thread-4|15604
Thread-3|15637
Thread-2|15649
Thread-5|15675
Thread-3|15724
Thread-1|15779
Thread-2|15870
Thread-9|15960
Thread-9|16024
Thread-5|16029
Thread-8|16140
Thread-6|16221
Thread-2|16407
Thread-3|16559
Thread-0|16562
Thread-1|16944
Thread-1|17177
Thread-1|17337
Thread-0|17416
Thread-8|17542
Thread-2|17645
Thread-4|17702
Thread-7|17713
Thread-8|18259
Thread-8|18341
Thread-9|18387
